title,description
植込み型心臓ペースメーカーや植込み型両心室ペーシングパルスジェネレータ、植込み型除細動器を装着している場合、C-HRの電波は影響を与えますか？,"植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器を装着されている方は、下記のアンテナから約22cm以内に近付かないようにしてください。電波により植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器の作動に影響を与えるおそれがあります。

スマートシステムのアンテナ＊

＊
スマートエントリー＆スタートシステムは、全車標準装備です。スマートエントリー＆スタートシステムを非作動にすることもできます。

 
植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器以外の医療用電気機器をお使いの方は、電波による影響について医療用電気機器製造業者などに事前に確認してください。電波により医療用電気機器の動作に影響を与えるおそれがあります。"
C-HRのアクセサリーコンセント（AC100V・1500W）は、50Hzと60Hzのどちらの周波数に対応していますか？,"車両側の電源周波数は50Hzと60Hzに対応しています。
メーカー出荷時は50Hz（切りかえコネクター開放）に設定されていますが、60Hzに切りかえができます。
電源周波数切りかえ作業は、販売店へご相談ください。
＊1500Wのアクセサリーコンセントは、ハイブリッド車にのみメーカーオプション設定です。"
C-HRのシート座面から天井までの高さ（ヘッドクリアランス）はどれくらいですか？,"こちらの表をご覧ください。

＜単位： mm＞

座席
グレード
シート座面から天井までの高さ（ヘッドクリアランス）

フロントシート
運転席
G、S
G-T、S-T
930

S“GR SPORT”、
S-T“GR SPORT”
925

助手席
G、S
G-T、S-T
930

S“GR SPORT”、
S-T“GR SPORT”
925

リヤシート
右側席
全車
930

中央席
全車
925

左側席
全車
930"
C-HRのシート座面の幅と奥行き寸法はどれくらいですか？,"こちらの表をご覧ください。

＜単位： mm＞

座席
グレード・種類
シート座面 幅
シート座面 奥行き

フロントシート
運転席
G、SG-T、S-T
500
490

S“GR SPORT”、S-T“GR SPORT”
500
485

助手席
G、SG-T、S-T
500
490

S“GR SPORT”、S-T“GR SPORT”
500
485

リヤシート
右側席
ハイブリッド車
1,285
530

ガソリン車
540

中央席
ハイブリッド車
495

ガソリン車
505

左側席
ハイブリッド車
530

ガソリン車
540"
C-HRの運転席と助手席のシートはフルフラットにリクライニングすることが可能ですか？,"こちらの表をご覧ください。

グレード
フルフラットになるか

全車
フルフラットにはなりません。
  ＜フルフラットにできない理由＞
  車両パッケージ上、フロントシートを倒した時に、リヤシートクッション座面に干渉するためです。
  
お客様の使用性を考慮してニュートラル角度（垂直から後ろへ19度）から最大74度倒れる構造となっております。"
C-HRのシートのヒップポイントまでの高さは、地面からどれくらいですか？,"こちらの表をご覧ください。

座席
地面から、シートヒップポイントまでの高さ
シートの上下調整量とニュートラルの位置

全車
ガソリン車

2WD
4WD

フロントシート
運転席
約610mm＊
約630mm＊
シートの上下調整量60mm
（ニュートラル位置：上から30mm、下から30mm）

助手席
約610mm
約630mm
－

リヤシート
左右席
約590mm
約605mm
－

中央席
約615mm
約630mm
－"
C-HRのフロントシートは高さ調整が可能ですか？また、何mmまで調整できますか？,"こちらの表をご覧ください。

座席
上下調整機能の可否（アジャスター）
ストローク寸法（＝上下調整量）

フロントシート
運転席
可能
60mm（ニュートラル位置：上から30mm、下から30mmのところです）

助手席
不可
－"
C-HRの電子キーの電池型式は何で、交換方法はどのように行われますか？,電子キー（スマートキー）の電池の型式は、CR2032です。
C-HRの新車購入時に付属するキーの本数と種類は何ですか？,"こちらの表をご覧ください。

 
新車購入時についてくるキーの本数

スマートエントリー＆
スタートシステム
スマートキー
・電子キー
・メカニカルキー

2個"
C-HRは何人乗りの車ですか？,乗車定員は、5名です。
C-HRの工場装着シャークフィンタイプのルーフアンテナは、どのような機能を持っていますか？,"オーディオとしては、ラジオ（AM/FM）用のアンテナの役割です。
テレマティクスとしては、T-connectのデータ通信用のアンテナの役割と、GPS衛星からGPS信号を受信しています。"
C-HRのバックドア全開時の開口寸法はどれくらいですか？,"こちらの表をご覧ください。

＜単位：約 mm＞

 
条件
測定位置
寸法

幅＜最大＞
全車
リヤコンビネーションランプ中央
1,000

高さ＜最大＞
全車
中央
625"
C-HRの最小回転半径とボディ最小回転半径は何ですか？,"こちらの表をご覧ください。

＜単位：約 m＞

グレード
最小回転半径
ボディ最小回転半径
（バンパー先端での回転半径）

全車
5.2
5.5

※
「最小回転半径」は、届け出値をご案内しております。「ボディ最小回転半径」は参考値をご案内しております。
数値は燃料満タン、人が乗車せず、荷物が積まれていない「空車状態」をご案内しております。
燃料量、乗車人数、荷物の重さ、荷物を載せる位置などによって数値は異なりますので、目安としてご覧ください。"
C-HRのドアミラー格納時・全開時、およびドア全開時の最大幅は何ですか？,"ドアミラーを格納した状態の最大幅が約1,815mm、ドアミラーを全開した状態の最大幅が約2,050mmです。
ドアを全開時の最大幅は約3,630mmです。"
C-HRのバックドアが開閉時に描く軌跡の上での最大長さは何ですか？,"こちらの表をご覧ください。

 
G、S、G-T、S-T
S“GR SPORT”、S-T“GR SPORT”

バックドア開閉時、
バックドアが描く軌跡の上での最大の長さ＊
約4,675mm
（全長＋約290mm（下図：A寸法））
約4,680mm
（全長＋約290mm（下図：A寸法））

車両の全長
4,385mm
4,390mm"
C-HRのアプローチアングル、デパーチャアングル、およびランプブレークオーバーアングルの数値は何ですか？,"こちらの表をご覧ください。

＜単位： 度＞

 
駆動方式
種類
角度

アプローチアングル
（前側）
2WD
S “GR SPORT”
S-T “GR SPORT”
12

G、S
G-T、S-T
14

4WD
S-T “GR SPORT”
12

G-T、S-T
15

デパーチャアングル
（後側）
2WD
S “GR SPORT”
S-T “GR SPORT”
25

G、S
G-T、S-T
26

4WD
S-T “GR SPORT”
25

G-T、S-T
27

ランプブレーク
オーバーアングル
2WD
S “GR SPORT”
S-T “GR SPORT”
14

G、S
G-T、S-T
14

4WD
S-T “GR SPORT”
14

G-T、S-T
16"
C-HRのバンパーオーバーハングの数値はどれくらいですか？,"こちらの表をご覧ください。

＜単位：約 mm＞

 
種類
バンパーオーバーハング

フロント（A）
G、S
G-T、S-T
940

S“GR SPORT”
S-T“GR SPORT”
945

リヤ（B）
G、S
G-T、S-T
805

S“GR SPORT”
S-T“GR SPORT”
805"
C-HRのエンジンフードやバックドアに磁石式の初心者マークや高齢運転者マークを貼ることは可能ですか？,"エンジンフードには、磁石式の初心者マーク・高齢運転者マーク等を貼ることができます。
ただし、バックドア上部（下図赤枠内）は、樹脂パネルを採用しているため、磁石式の初心者マーク・高齢運転者マーク等を貼ることができません。
取り付け・取り外しが可能なシールタイプをご利用ください。"
C-HRの工場装着タイヤはどのような種類がありますか？（例：サマータイヤ、マッド＆スノータイヤ等）,工場装着タイヤは、サマータイヤが主に使用されており、サイズやホイールサイズは車種やグレードによって異なります。また、応急用タイヤもサマータイヤが装着されています。
C-HRの工場装着タイヤ・ホイールサイズは何ですか？,"「全車種共通のご質問」にて、おおよそ過去6年分の工場装着のタイヤ・ホイールサイズをご確認いただけます。
なお、それより前モデルのおクルマ、特別仕様車、販売店装着オプションのタイヤ・ホイールサイズをお調べの場合は、販売店もしくはお客様相談センターへご相談ください。"
センチュリーの最高速度は何キロメートルですか？,180km/h（推定）です。
センチュリーには入力・出力端子があり、外部機器やUSBメモリーから音声・映像を再生することができますか？,入力・出力端子はあり、AUX端子、USB端子、後席専用HDMI端子、ヘッドフォンジャックが装備されています。外部機器やUSBメモリーの音声・映像再生が可能ですが、接続方法や対応機器によっては制限があります。詳細は取扱説明書を参照してください。
センチュリーの工場装着SDナビとリヤシートエンターテインメントシステムでは、前後の画面でどのような映像が表示されますか？,"こちらの表をご覧ください。

Q
SDナビゲーションとリヤシートエンターテイメントシステム装着時
・前席と後席で同じTV番組や同じDVDビデオしか見られないのか？
・前をTV後ろをDVDビデオ等、違うモードにすることはできるか。

【質問の解説】
・前後が同じモードの場合、同じ番組や同じ映像しか見られないのか違う番組や違う映像／音声を見る／聞くことができるのか
（例 フロントもリヤもテレビモードにしているとかフロントもリヤもDVDビデオを見ている場合）

・前後の画面を違うモードにすることはできるか。（モードとは、テレビモードとかビデオモード等のこと）
（例 フロントがテレビ でリヤがDVDビデオにすることができるか。）

【回答】
・同じ番組・映像・音声しか見る／聞くことができません。
・前後の画面を違うモードにすることは可能です。"
センチュリーのトランクには、何インチのゴルフバッグが何個収納できますか？,長さ46インチのゴルフクラブが入る9.5インチのゴルフバッグ＊が4個収納できます。
センチュリーのトランク容量は、VDA法に基づいてどのような寸法がありますか？,"こちらの表をご覧ください。
＜容量（VDA法）＞

＜単位：約 リットル＞

種類
容量

スペアタイヤ非装着車
484（デッキボード上部：431、デッキボード下部：53）

スペアタイヤ装着車
431

 
＜寸法＞

※
数値は参考値をご案内しております。お荷物によっては搭載できない場合もございます。
荷物が搭載できるかどうかにつきましては、トヨタ販売店で実車にてご確認ください。

＜単位：約 mm＞

 
 
測定位置
寸法

長さ
最大
ラゲージフロントトリム下側～フィニッシュプレート下側（フロア面）
895

最小
ラゲージサイドトリム右端凹部
445

幅
最大
ラゲージサイドトリム左右えぐり部
1,590

最小
ラゲージサイドトリム右端～バッテリーカバー
1,270

高さ
最大
ラゲージマット～ラゲージドアトリム（車両の幅の中央部分）
510

最小
ラゲージマット～ラゲージフロントトリム
450"
植込み型心臓ペースメーカーや植込み型両心室ペーシングパルスジェネレータ、植込み型除細動器を装着している場合、センチュリーの電波は影響を与えますか？,"植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器を装着されている方は、下記のアンテナから約22cm以内に近付かないようにしてください。電波により植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器の作動に影響を与えるおそれがあります。
・スマートシステムのアンテナ＊

＊
スマートエントリー＆プッシュスタートシステムは標準装備です。スマートエントリー＆プッシュスタートシステムを非作動にすることもできます。詳しくはトヨタ販売店にお問い合わせください。

 
植込み型心臓ペースメーカー、植込み型両心室ペーシングパルスジェネレータおよび植込み型除細動器以外の医療用電気機器をお使いの方は、電波による影響について医療用電気機器製造業者などに事前に確認してください。電波により医療用電気機器の動作に影響を与えるおそれがあります。"
センチュリーのシートヒップポイントまでの高さは、地面からどれくらいですか？,"こちらの表をご覧ください。

座席
シートの種類
地面からシートヒップポイントまでの高さ
シートの上下調整量とニュートラルの位置

フロントシート
運転席
10ウェイパワーシート
約564mm＊1
シートの上下調整量50mm
（ニュートラル位置：上から20mm、下から30mm）

助手席
10ウェイパワーシート
約564mm＊2
シートの上下調整量50mm
（ニュートラル位置：上から20mm、下から30mm）

リヤシート
左右席

4：2：4分割
パワーシート

約584mm
ー

中央席

4：2：4分割
固定シート

約658mm
ー

※
数値は燃料満タン、人が乗車せず、荷物が積まれていない「空車状態」をご案内しております。
燃料量、乗車人数、荷物の重さ、荷物を載せる位置などによって数値は異なりますので、目安としてご覧ください。

＊1
運転席シートは高さ調整可能です。この数値はニュートラル位置での計測です。
＊2
助手席シートは高さ調整可能です。この数値はニュートラル位置での計測です。"
センチュリーの電子キーの電池型式は何で、交換方法はどのように行いますか？,"電子キー（スマートキー）の電池の型式は、CR2032です。
電池は、トヨタ販売店・時計店およびカメラ店などで購入できます。"
センチュリーの新車購入時に付属するキーの本数と種類は何ですか？,"こちらの表をご覧ください。

 
新車購入時についてくるキーの本数

スマートエントリー＆
プッシュスタートシステム
スマートキー
・電子キー
・メカニカルキー

2個"
センチュリーのトランクを開けた際、地面から開口部の一番下端までの高さはどれくらいですか？,"約695mmです。
上記数値は人が乗車せず、荷物が積まれていない「空車状態」の最小寸法をご案内しております。
乗車人数、荷物の重さ、荷物を載せる位置によって最小寸法は異なりますので、上記数値は目安としてご覧ください。"
センチュリーの最小回転半径とボディ最小回転半径は何ですか？,"こちらの表をご覧ください。

＜単位：約 m＞

最小回転半径
ボディ最小回転半径
（バンパー先端での回転半径）

5.9
6.3"
センチュリーのトランク全開時の最大高さはどれくらいですか？,"こちらの表をご覧ください。

＜単位：約 mm＞

条件
寸法

トランク全開時
外側
1,850

車両の全高
1,505"
センチュリーのドアミラーが格納時・全開時、およびドア全開時の最大幅は何ですか？,"ドアミラーを格納した状態の最大幅が約2,000mm、ドアミラーを全開した状態の最大幅が約2,205mmです。
ドアを全開時の最大幅は約3,985mmです。"
センチュリーのアプローチアングルとデパーチャアングルの数値は何ですか？,"こちらの表をご覧ください。

＜単位： 度＞

 
角度

アプローチアングル（前側）
14

デパーチャアングル（後側）
15"
センチュリーのバンパーオーバーハングの数値は何ですか？,"フロントは約905mm、リヤは約1,340mmです。"
センチュリーのフロントワイパーは、フルコンシールドとセミコンシールドの切り替えが可能ですか？,"フロントワイパーは、デザインを重視したフルコンシールドタイプですが、サービスポジションへの切り替えをすることができます。
ワイパーを立たせておくことができるので（＝ロックバック機構）、雪が積もってワイパーが動かせなくなることを防止することができます。
また、ワイパーブレードの交換もしやすくなります。"
センチュリーのエンジンフードやトランクに磁石式の初心者マークや高齢運転者マークを貼ることは可能ですか？,"トランクは、磁石式の初心者マーク・高齢運転者マーク等を貼ることができます。
ただし、エンジンフードはアルミニウム合金パネルを採用しているため、磁石式の初心者マーク・高齢運転者マーク等を貼ることができません。
取り付け・取り外しが可能なシールタイプをご利用ください。"
センチュリーの各ボディカラーには、耐酸性雨向上塗料や耐スリ傷性向上塗料が使用されていますか？,すべてのボディカラーにおいて、耐酸性雨向上塗料、自己修復性耐スリ傷塗料（セルフリストアリングコート）を使用しています。
センチュリーの各ガラスの紫外線カット率はどれくらいですか？,紫外線については、99％以上のカット率を実現しています。
センチュリーの工場装着タイヤとホイールサイズは何ですか？,「全車種共通のご質問」にて、おおよそ過去6年分の工場装着のタイヤ・ホイールサイズをご確認いただけます。なお、それより前のお車、特別仕様車、販売店装着オプションのタイヤ・ホイールサイズをお調べの場合は、トヨタ販売店もしくはお客様相談センターへご相談ください。
カムリの工場装着シャークフィンアンテナは、どのような機能のアンテナですか？,"オーディオとしては、ラジオ（AM／FM）用のアンテナ＊の役割です。
テレマティクスとしては、T-Connectのデータ通信用のアンテナの役割や、GPS衛星からGPS信号を受信しています。"
カムリのエンジンフードやトランクに磁石式の初心者マークや高齢運転者マークを貼ることは可能ですか？,磁石式の初心者マーク・高齢運転者マーク等を貼ることができます。
アルファードのナビ・オーディオシステムには入力・出力端子がありますか？また、外部機器やUSBメモリーからの音声・映像再生が可能ですか？,入力端子として、USB端子と後席専用HDMI端子があります。USBメモリーを接続して音楽ファイルや動画ファイルを再生できます。また、後席専用HDMI端子にHDMI対応の外部機器を接続して後席ディスプレイで再生できます。出力端子はありません。
アルファードの荷室には、何インチのゴルフバッグが何個収納できますか？,"こちらの表をご覧ください。

搭載個数は、参考値をご案内しております。ゴルフバッグの形状・大きさにより収納できない場合があります。
お客様がお持ちのゴルフバッグが収納できるかどうかについては、トヨタ販売店で実車にてご確認ください。

条件
ゴルフバッグ搭載数

サードシート一番後ろ使用時
（3列フル乗車の状態）
長さ47インチのゴルフクラブが入る9.5インチのゴルフバッグ＊が1個収納できます。

サードシート一番前使用時
（3列フル乗車の状態）
長さ47インチのゴルフクラブが入る9.5インチのゴルフバッグ＊が6個収納できます。

ゴルフバッグのみです。シューズバッグ・ウェアバッグは含まれておりません。"
アルファードの電子キーの電池型式は何で、交換方法はどのように行いますか？,"スマートキーの電池の型式は、CR2032です。電池は、トヨタ販売店・時計店およびカメラ店などで購入できます。
電池の交換方法につきましては、取扱書該当ページを参考にしてください。"
ドアロック時にブザーやハザードが連続して作動する理由は何ですか？,"ドアを施錠した際に、ハザードが3回点滅し、ブザーが8回鳴って通知するのは、リヤシートリマインダーの作動と思われます。
ハザードやブザーと合わせて、マルチインフォメーションディスプレイにも6秒間表示がされていますので、ご確認ください。
リヤシートリマインダー機能は、マルチインフォメーションディスプレイで、非作動に設定を変更することも可能です。詳しくは車両取扱書でご確認ください。"
リヤシートリマインダーの機能は何ですか？,"リヤシートリマインダーとは、荷物などを後席へ置き忘れを通知する機能です。
※装着の有無は、車種・グレード・オプションの有無によって異なりますので、詳しくは車両取扱書でご確認ください。
リヤシートリマインダー機能は、後席ドアの開閉により、荷物などを載せたと判断をします。
下記のいずれかの操作を行った後、エンジンスイッチをOFFをすると、リヤシートリマインダーが作動し、マルチインフォメーションディスプレイに「後席への置き忘れに注意してください」というメッセージとブザーで通知します。（メッセージは6秒間、ブザーは1回通知）
・後席ドア開閉後に、10分以内にエンジンを始動した
・エンジンが始動している状態で、後席ドアを開閉した
 
リヤシートリマインダー作動時に、ドアを施錠をすると、上記メッセージとブザーの通知に加え、ハザード・ブザーが複数回鳴って通知します。合わせて、マルチインフォメーションにも6秒間メッセージが表示されます。ドアを施錠前に、後席ドアを開閉すると、通知はしません。"
e-SMARTハイブリッドシステムの特徴や機能について教えてください。,"e-SMARTハイブリッドシステムは、エンジンで発電した電力で駆動モーターにより走行するハイブリッドシステムです。
エンジン運転により発電モーターで発生させる電力とハイブリッドバッテリーからの充放電による電力、車両の加減速に使用する駆動モーターに使う電力を
ハイブリッドビークルコントロールコンピューターにより、最適に制御し、動力性能と燃費性能を高次元で両立しています。
ハイブリッドシステムの方式としては、動力分割機構(遊星歯車)がない、モーターのみで走行するシリーズハイブリッド方式を採用しています。
また、ブレーキは、回生協調ブレーキシステムではなく、アクセルペダルオフで回生ブレーキを作動し、
ブレーキペダルオンで従来のガソリン車のブレーキが作動するブレーキシステムを採用しています。"
ハイブリッド車の場合、「バッテリーあがり」は発生する可能性がありますか？,"ハイブリッド車でも、「バッテリーあがり」は起こります。
ハイブリッド車の場合、走行用に使用する「駆動用バッテリー＊1」とハイブリッドシステムの始動、オーディオやライトなど電装品に使用する「補機バッテリー」の2種類のバッテリーを搭載していますが、どちらのバッテリーも長期間放置するとバッテリーがあがります。
未然にバッテリーあがりを防ぐため、1ヶ月に1度、30分を目安に運転してください。＊2

＊1
駆動用バッテリー：ニッケル水素バッテリー、リチウムイオンバッテリーなど
＊2
e-SMARTハイブリッドシステムの場合は、2～3か月に1度を目安に、約30分間または約16kmほど運転してください。"
ハイブリッド車にもエンジンブレーキは搭載されていますか？,ハイブリッド車には、ガソリン車と同等のエンジンブレーキがあり、シフトポジションによって減速力が変わります。ハイブリッドシステムの状態によって、エンジンブレーキか回生ブレーキが実現されます。
タイヤ空気圧警報システムの空気圧センサーの電池に関する情報は何ですか？,"空気圧センサーで使用している電池の寿命は、約10年です。
ただし、使用状況によっては短くなる可能性があります。
 

電池交換が必要になったことをお客様ご自身で判断することは、あいにくできません。
空気圧センサーで使用している電池は専用品です。市販はされていません。
電池単体での交換ではなく、送信機ごとの交換が必要です。
詳細は、　お近くのトヨタ販売店　におたずねください。"
Advanced Driveの設定には車速制限がありますか？,"設定車速はあります。
ドライバーが周囲の状況（交通規制、交通流、路面状況、天候、など）から適切な設定速度を設定していただく必要があります。"
Advanced Driveが利用可能な区間やエリアはどこですか？,"高精度地図区間かつ自動車専用道路で利用できます。
高精度地図は随時更新していきますので、発売時点で非対象のエリアも対象となる場合があります。"
Advanced Driveとはどのような機能ですか？,Advanced Drive（アドバンストドライブ）では、高速道路や自動車専用道路の本線上の運転において、ナビゲーションで目的地を設定すると、ドライバー監視のもと、実際の交通状況に応じて車載システムが適切に認知、判断、操作を支援し、車線・車間維持、分岐、車線変更、追い越しなどを行いながら、目的地に向かって分岐までの運転を支援します。
チームメイトとは、Advanced Driveの機能の一つで、どのようなものですか？,"チームメイトは、クルマが人から運転を奪うのでも、単に人に取って代わるのでもなく、人とクルマが気持ちの通った仲間のようにお互いを高め合い共に走るという、トヨタ独自の自動運転の考え方「Mobility Teammate Concept」に基づいた最新の高度運転支援技術です。
人間中心の考え方に基づき、システム制御中のクルマの挙動に乗員に安心感を与えるような自然な動きを取り入れています。"
タイヤ空気圧警告灯が点灯した場合、どのような対処方法がありますか？,タイヤ空気圧警告灯が点灯している場合、タイヤ空気圧警報システムの初期化を実施してください。また、空気圧センサーの交換やIDコードの登録が必要な場合がありますので、トヨタ販売店にご相談ください。市販品のホイールを装着した場合、システムが正常に作動しないことがあります。
ドライブスタートコントロールの機能は何ですか？,"ドライブスタートコントロール（DSC）とは、ドライバーのシフト操作ミスによる急発進・急加速を抑制する、予防安全機能です。
 
例えば、駐車場で後退時に障害物に衝突してしまい、アクセルペダルを踏んだまま慌ててシフトを「R」から「D」に変更すると
そのまま急発進をして、前方の障害物と接触する恐れがあります。
このように、アクセルやシフトの異常な操作を行ったとクルマが判断すると、メーター表示や警告音でドライバーに注意を促すとともに、
エンジン（またはハイブリッドシステム）の出力を抑え、衝突被害の軽減をサポートします。"
サポトヨとサポトヨプラスはどのような機能を持っていますか？,"・ 「サポトヨ」　とは、「サポートトヨタ」の略称で、
　国が推奨する「セーフティ・サポートカー（略称：サポカー）」の普及にあわせて、
　安全技術のさらなる普及とお客様への交通安全啓発活動により、
　「安全・安心」なカーライフの実現に向けて、トヨタが取り組む活動の総称です。
 
・ また、「サポトヨプラス」　とは、
　安全で、快適なお出かけのお手伝いをする、トヨタ純正、トヨタモビリティパーツ(株)、(株)トヨタカスタマイジング＆ディベロップメント　のカー商品です。
　快適なお出かけをサポートするための、いろいろなアイテムをご用意しております。"
ハイブリッド車の駆動用バッテリーの交換時期を自分で判断する方法はありますか？,"駆動用バッテリー（ニッケル水素バッテリー・リチウムイオンバッテリー＊1 ）の交換が必要になったことを、直接判断していただく方法はございません。
駆動用バッテリーは、鉛バッテリーと違い、電圧により寿命を判断できません。
　
駆動用バッテリーの点検が必要になった時は、警告灯もしくは表示灯が点灯＊2 、または、警告メッセージ＊3 が表示されますので、
トヨタ販売店で点検を受けてください。トヨタ販売店で点検の結果、必要に応じて駆動用バッテリーを交換いたします。
 
 
＊1 　駆動用バッテリーの種類については、車種により異なります。
＊2 　マスターウォーニング、ハイブリッドシステム異常警告灯、駆動用電池状態表示灯など、車種により警告灯・表示灯の名称は異なります。
詳しくはおクルマに搭載の取扱書でご確認をお願いいたします。
＊3 　「駆動用電池を点検してください 」など、車種により警告メッセージは異なります。"
燃費基準とは、クルマの燃費性能を評価するための基準値のことですが、具体的にはどのような基準が設定されていますか？,"おクルマの  「燃費基準」  とは、
国土交通省が「エネルギーの使用の合理化に関する法律（省エネルギー法／省エネ法）」に基づいて設定した、

国がメーカーに求める自動車の燃費性能に対する目標値です。

 
おクルマの燃費基準は、おクルマの区別（乗用車や貨物車等）や車両重量毎に、細かく設定されており、

自動車メーカーは、国が策定した燃費基準をクリアするために燃費に優れた自動車を常に開発し、一般に広く普及させることが求められています。

さらに、省エネ法では、ユーザーが燃費の優れた自動車を選択できるよう、燃費値に関する表示事項を定めており、
自動車の燃費値がそれぞれの自動車のカタログ等に表示されています。"
トヨタの認定中古車について、どのような特徴やメリットがありますか？,"トヨタの認定中古車とは、修復歴車＊1 を除く中古車の中で、以下の 【3つの安心】 をセットにした、トヨタ販売店の中古車ブランドです。

1．まるごとクリーニング
　　室内の臭いや汚れを徹底的に取り除きます。もちろん、ボディやエンジンルーム、タイヤもピカピカに仕上げます。

2．車両検査証明書
　　トヨタ認定車両検査員＊2 が、業界標準の車両品質評価基準に基づいて、1台1台の車を厳正に検査し、
　　その状態を点数と図解で表示します。
 
3．ロングラン保証
　　安心で快適なカーライフをお約束するための、トヨタの中古車保証です。
　　1年間走行距離無制限で、年式は問わず、全国のトヨタのお店で対象の部品について保証修理を受けることができます。
上記に加えて、ハイブリッド車に付く「中古車ハイブリッド保証」「ハイブリッドシステム診断」や、サポカーに付く「あんしん診断」もあります。"
トヨタでは中古車の販売も行っていますか？,はい。販売しています。
踏み間違い加速抑制システムとは、どのような機能を持つ販売店装着オプションですか？,"販売店装着オプション「踏み間違い加速抑制システム」は、万が一の時の安心・安全サポート機能です。
主なサポートをご紹介いたします。
 
1.　「ブレーキとアクセルを踏み間違えて、アクセルを強く踏んでしまったとき、
　　壁やガラスなど障害物への衝突被害軽減をサポート」
 
2.　「後退時にアクセルを踏みすぎてしまったとき、速度が出すぎないようにサポート」
 
3.　「低速で前進走行時、急にアクセルを踏んでしまった時の加速を抑えるサポート」機能があります。
　　さらに、「シフトポジションがＰレンジで、アクセルを踏んでしまった場合は、ブザーと表示で異常をお知らせ」します。
  ※「踏み間違い加速抑制システムⅡ」のみの機能"
パーキングサポートブレーキ（PKSB）はどのように機能するのですか？,パーキングサポートブレーキ（PKSB）は、低速走行時に衝突被害を軽減するシステムで、静止物、後方接近車両、後方歩行者の3種類があります。それぞれセンサーやカメラで対象を検知し、衝突の危険性がある場合にブレーキ制御を行い、衝突被害を軽減します。
電子インナーミラーとはどのような機能で、どの車種に取り付けが可能ですか？,"バックドアガラスの内側に取り付けたカメラからの、おクルマの後方の映像を、
インナーミラー（バックミラー）に表示することができる商品です。
通常のミラーよりも後方の視野角が広く、後席に同乗者がいてもおクルマの後方を確認しやすく、安心です。
 
電子インナーミラーの設定は、リヤワイパーが装着があって、人や荷物を多く載せたり、直接後方が見えにくいおクルマに対して、
販売店装着オプションでご用意しており、設定が無い車には、以下の理由などから装着することができません。

・電子インナーミラーの部品は、車種・年式ごとに専用品となり、設定の無い車には取り付けできる部品のご用意がないため。
・電子インナーミラーは、標準装備のミラーと交換して取付しますが、設定の無い車に取り付けようとすると、
  インナーミラー周辺のセンサーやカメラに影響を与える恐れがあるため。"
新車購入時に支払う税金や諸費用は何ですか？,新車購入時にかかる税金や諸費用には、自動車税・軽自動車税、自動車税環境性能割・軽自動車税環境性能割、自動車重量税、消費税、検査登録手続き代行費用、車庫証明取得代行費用、納車費用、自動車リサイクル料金、下取車手続き代行費用、自賠責保険料があります。これらの費用は車両本体価格やオプション価格に加えて必要となります。
重量税にはどのような優遇措置が存在しますか？,"自動車重量税とは、自動車の重量等に応じて課税される国税です。
 
おクルマの新規登録 または、車検のタイミングで、自動車検査証（車検証）の有効期限分の
自動車重量税をまとめて納めます。
自動車重量税の税額は、おクルマの重量以外に、環境性能、新車新規登録等の時期、用途等によって異なります。
 
エコカー減税の対象車種については、優遇措置があります。"
自動車税と軽自動車税の違いは何でしょうか？また、これらの税金には優遇措置が存在しますか？,自動車税は道府県税で、軽自動車税は市町村税で、自動車の所有者に課税されます。毎年4月1日現在の所有者が納税義務を負い、納期限は5月末日です。4月2日以降に所有者となった場合、自動車税は月割で課税されますが、軽自動車税は購入年度の納付が不要です。グリーン化特例の対象車種には優遇措置があります。
トヨタ純正のチャイルドシート・ジュニアシートには、どのような種類がありますか？,"トヨタ純正チャイルドシート・ジュニアシートは、販売店装着オプションとして多数ご用意しております。

※取付可能なチャイルドシート・ジュニアシートは車種毎に異なります。
※商品取り付け、ご使用方法については、おクルマに搭載の車両取扱書及び、チャイルドシートに添付の取扱説明書を必ずご覧ください。
※ISO FIX対応のチャイルドシートは、ISO FIX対応固定専用アンカーに固定した状態で道路運送車両の保安基準に適合させているため、指定されたものをご使用ください。
※車種、お子様の身長・月齢・体重により、取り付けてはいけない座席、取付向きがあります。車種別アクセサリーカタログ等もご参照ください。
※詳しい設定・取付方法については販売店におたずねください。"
パンク修理キットで応急処置をした後、タイヤは引き続き使用できますか？,"応急修理に使うパンク補修液は水溶性の液体ですので、ホイールからタイヤを外して中を洗浄すれば、
パンク修理キットを使う前の状態に戻ります。
販売店にてタイヤの状態を確認し、修理を行うか、交換するかを判断いたしますので、お近くのトヨタ販売店にご相談ください。"
パンク修理キットには有効期限が設定されていますか？,"補修液には、有効期限があります。
 
補修液が入ったボトルに、「有効期限○年○月」と表示されています。
有効期限が過ぎた補修液は、正常に修理ができない場合がありますので、ご使用はおやめください。
また、有効期限切れの補修液の処理や交換は、お近くのトヨタ販売店へご相談ください。"
